article,article_set,coder,no_selections_found,codable,standard_article,selection,quote,tei_quote,page,mention_type,certainty,memo,code,was_code_present,code_label
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS03,"In a study that included 66 clinical Pasturella isolates and used sodA gene sequencing as a reference method, Zangenah et al (24) revealed that VITEK 2 only identified approximately 50% of Pasturella isolates correctly, while conventional biochemical tests and MALDI-ToF MS were able to correctly identify 94% and 89%, respectively.",NA,3,software,5,VITEK 2 is a device that contains software component,version_date,FALSE,NA
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS03,"In a study that included 66 clinical Pasturella isolates and used sodA gene sequencing as a reference method, Zangenah et al (24) revealed that VITEK 2 only identified approximately 50% of Pasturella isolates correctly, while conventional biochemical tests and MALDI-ToF MS were able to correctly identify 94% and 89%, respectively.",NA,3,software,5,VITEK 2 is a device that contains software component,software_name,TRUE,VITEK 2
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS03,"In a study that included 66 clinical Pasturella isolates and used sodA gene sequencing as a reference method, Zangenah et al (24) revealed that VITEK 2 only identified approximately 50% of Pasturella isolates correctly, while conventional biochemical tests and MALDI-ToF MS were able to correctly identify 94% and 89%, respectively.",NA,3,software,5,VITEK 2 is a device that contains software component,software_was_used,TRUE,NA
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS04,"It is probable that many clinical isolates of P dagmatis have been misidentified due to the limitation of commercial biochemical identification systems, such as VITEK 2.",NA,3,software,7,VITEK 2 is a device that contains software component,software_name,TRUE,VITEK 2
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS04,"It is probable that many clinical isolates of P dagmatis have been misidentified due to the limitation of commercial biochemical identification systems, such as VITEK 2.",NA,3,software,7,VITEK 2 is a device that contains software component,url,FALSE,NA
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS04,"It is probable that many clinical isolates of P dagmatis have been misidentified due to the limitation of commercial biochemical identification systems, such as VITEK 2.",NA,3,software,7,VITEK 2 is a device that contains software component,version_number,FALSE,NA
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS04,"It is probable that many clinical isolates of P dagmatis have been misidentified due to the limitation of commercial biochemical identification systems, such as VITEK 2.",NA,3,software,7,VITEK 2 is a device that contains software component,version_date,FALSE,NA
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS04,"It is probable that many clinical isolates of P dagmatis have been misidentified due to the limitation of commercial biochemical identification systems, such as VITEK 2.",NA,3,software,7,VITEK 2 is a device that contains software component,software_was_used,TRUE,NA
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS04,"It is probable that many clinical isolates of P dagmatis have been misidentified due to the limitation of commercial biochemical identification systems, such as VITEK 2.",NA,3,software,7,VITEK 2 is a device that contains software component,creator,FALSE,NA
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS05,"Conventional iden-tification of P dagmatis using VITEK 2 can be misleading, probably due to the absence of this organism from the database; 16S rRNA gene sequence analysis and MALDI-ToF MS systems represent excel-lent options for identifying rarely encountered or difficult to identify organisms, such as members of the Pasturellaceae family.",NA,3,software,5,VITEK 2 is a device that contains software component,version_date,FALSE,NA
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS05,"Conventional iden-tification of P dagmatis using VITEK 2 can be misleading, probably due to the absence of this organism from the database; 16S rRNA gene sequence analysis and MALDI-ToF MS systems represent excel-lent options for identifying rarely encountered or difficult to identify organisms, such as members of the Pasturellaceae family.",NA,3,software,5,VITEK 2 is a device that contains software component,creator,FALSE,NA
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS05,"Conventional iden-tification of P dagmatis using VITEK 2 can be misleading, probably due to the absence of this organism from the database; 16S rRNA gene sequence analysis and MALDI-ToF MS systems represent excel-lent options for identifying rarely encountered or difficult to identify organisms, such as members of the Pasturellaceae family.",NA,3,software,5,VITEK 2 is a device that contains software component,software_was_used,TRUE,NA
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS05,"Conventional iden-tification of P dagmatis using VITEK 2 can be misleading, probably due to the absence of this organism from the database; 16S rRNA gene sequence analysis and MALDI-ToF MS systems represent excel-lent options for identifying rarely encountered or difficult to identify organisms, such as members of the Pasturellaceae family.",NA,3,software,5,VITEK 2 is a device that contains software component,version_number,FALSE,NA
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS05,"Conventional iden-tification of P dagmatis using VITEK 2 can be misleading, probably due to the absence of this organism from the database; 16S rRNA gene sequence analysis and MALDI-ToF MS systems represent excel-lent options for identifying rarely encountered or difficult to identify organisms, such as members of the Pasturellaceae family.",NA,3,software,5,VITEK 2 is a device that contains software component,software_name,TRUE,VITEK 2
PMC4644012,pmc_article,mjsong1201,FALSE,NA,NA,PMC4644012_MS05,"Conventional iden-tification of P dagmatis using VITEK 2 can be misleading, probably due to the absence of this organism from the database; 16S rRNA gene sequence analysis and MALDI-ToF MS systems represent excel-lent options for identifying rarely encountered or difficult to identify organisms, such as members of the Pasturellaceae family.",NA,3,software,5,VITEK 2 is a device that contains software component,url,FALSE,NA
