selection,coder,code,was_code_present,code_label
PMC2881384_JWC17,jackchristen,software_name,TRUE,HMMER
PMC2881384_JWC18,jackchristen,version_date,FALSE,NA
PMC2881384_JWC18,jackchristen,software_was_used,FALSE,NA
PMC2881384_JWC18,jackchristen,version_number,FALSE,NA
PMC2881384_JWC18,jackchristen,software_name,TRUE,SAM
PMC2881384_JWC18,jackchristen,creator,FALSE,NA
PMC2881384_JWC18,jackchristen,software_name,TRUE,HMMER
PMC2881384_JWC18,jackchristen,url,FALSE,NA
PMC2881384_JWC19,jackchristen,software_was_used,FALSE,NA
PMC2881384_JWC19,jackchristen,creator,FALSE,NA
PMC2881384_JWC19,jackchristen,version_number,TRUE,versions 3.0a2
PMC2881384_JWC19,jackchristen,version_date,FALSE,NA
PMC2881384_JWC19,jackchristen,software_name,TRUE,HMMER
PMC2881384_JWC19,jackchristen,url,FALSE,NA
PMC2881384_JWC20,jackchristen,url,FALSE,NA
PMC2881384_JWC20,jackchristen,creator,FALSE,NA
PMC2881384_JWC20,jackchristen,version_date,FALSE,NA
PMC2881384_JWC20,jackchristen,software_name,TRUE,hmmbuild
PMC2881384_JWC20,jackchristen,software_was_used,FALSE,NA
PMC2881384_JWC20,jackchristen,version_number,FALSE,NA
PMC2881384_JWC21,jackchristen,version_date,FALSE,NA
PMC2881384_JWC21,jackchristen,creator,FALSE,NA
PMC2881384_JWC21,jackchristen,software_was_used,FALSE,NA
PMC2881384_JWC21,jackchristen,version_number,FALSE,NA
PMC2881384_JWC21,jackchristen,url,FALSE,NA
PMC2881384_JWC21,jackchristen,software_name,TRUE,HMMER
PMC2881384_JWC22,jackchristen,creator,FALSE,NA
PMC2881384_JWC22,jackchristen,url,FALSE,NA
PMC2881384_JWC22,jackchristen,software_name,TRUE,HMMER
PMC2881384_JWC22,jackchristen,version_number,FALSE,NA
PMC2881384_JWC22,jackchristen,version_date,FALSE,NA
PMC2881384_JWC22,jackchristen,software_was_used,FALSE,NA
PMC2881384_JWC23,jackchristen,url,FALSE,NA
PMC2881384_JWC23,jackchristen,version_number,FALSE,NA
PMC2881384_JWC23,jackchristen,software_was_used,FALSE,NA
PMC2881384_JWC23,jackchristen,software_name,TRUE,HMMER
PMC2881384_JWC23,jackchristen,creator,FALSE,NA
PMC2881384_JWC23,jackchristen,version_date,FALSE,NA
PMC2881384_JWC24,jackchristen,url,FALSE,NA
PMC2881384_JWC24,jackchristen,creator,FALSE,NA
PMC2881384_JWC24,jackchristen,software_name,TRUE,HMMER
PMC2881384_JWC24,jackchristen,software_was_used,FALSE,NA
PMC2881384_JWC24,jackchristen,version_date,FALSE,NA
PMC2881384_JWC24,jackchristen,version_number,FALSE,NA
PMC2881384_JWC25,jackchristen,version_date,FALSE,NA
PMC2881384_JWC25,jackchristen,creator,FALSE,NA
PMC2881384_JWC25,jackchristen,software_was_used,FALSE,NA
PMC2881384_JWC25,jackchristen,url,FALSE,NA
PMC2881384_JWC25,jackchristen,version_number,FALSE,NA
PMC2881384_JWC25,jackchristen,software_name,TRUE,HMMER
PMC2881384_JWC26,jackchristen,version_date,FALSE,NA
PMC2881384_JWC26,jackchristen,creator,FALSE,NA
PMC2881384_JWC26,jackchristen,url,FALSE,NA
PMC2881384_JWC26,jackchristen,software_name,TRUE,HMMER
PMC2881384_JWC26,jackchristen,software_was_used,FALSE,NA
PMC2881384_JWC26,jackchristen,version_number,FALSE,NA
PMC2881384_JWC27,jackchristen,creator,FALSE,NA
PMC2881384_JWC27,jackchristen,version_number,FALSE,NA
PMC2881384_JWC27,jackchristen,url,FALSE,NA
PMC2881384_JWC27,jackchristen,version_date,FALSE,NA
PMC2881384_JWC27,jackchristen,software_was_used,FALSE,NA
PMC2881384_JWC27,jackchristen,software_name,TRUE,SAM
PMC2881384_JWC28,jackchristen,url,FALSE,NA
PMC2881384_JWC28,jackchristen,software_was_used,FALSE,NA
PMC2881384_JWC28,jackchristen,version_number,FALSE,NA
PMC2881384_JWC28,jackchristen,creator,FALSE,NA
PMC2881384_JWC28,jackchristen,software_name,TRUE,HMMER
PMC2881384_JWC28,jackchristen,version_date,FALSE,NA
PMC2881388_CB04,courtneybroderick,software_was_used,TRUE,NA
PMC2881388_CB04,courtneybroderick,creator,FALSE,NA
PMC2881388_CB04,courtneybroderick,version_number,FALSE,NA
PMC2881388_CB04,courtneybroderick,url,FALSE,NA
PMC2881388_CB04,courtneybroderick,software_name,TRUE,NetworkX
PMC2881388_CB04,courtneybroderick,version_date,FALSE,NA
PMC2881388_CB06,courtneybroderick,version_number,FALSE,NA
PMC2881388_CB06,courtneybroderick,url,FALSE,NA
PMC2881388_CB06,courtneybroderick,software_was_used,TRUE,NA
PMC2881388_CB06,courtneybroderick,software_name,FALSE,NA
PMC2881388_CB06,courtneybroderick,version_date,FALSE,NA
PMC2881388_CB06,courtneybroderick,creator,FALSE,NA
PMC2882571_HR01,henryrossiter,software_name,FALSE,NA
PMC2882571_HR01,henryrossiter,version_date,FALSE,NA
PMC2882571_HR01,henryrossiter,url,FALSE,NA
PMC2882571_HR01,henryrossiter,version_number,FALSE,NA
PMC2882571_HR01,henryrossiter,software_was_used,TRUE,NA
PMC2882571_HR01,henryrossiter,creator,TRUE,SAS Institute
PMC2886355_HR01,henryrossiter,creator,FALSE,NA
PMC2886355_HR01,henryrossiter,version_number,FALSE,NA
PMC2886355_HR01,henryrossiter,url,FALSE,NA
PMC2886355_HR01,henryrossiter,version_date,FALSE,NA
PMC2886355_HR01,henryrossiter,software_was_used,TRUE,NA
PMC2886355_HR01,henryrossiter,software_name,TRUE,Genesis
PMC2886355_HR02,henryrossiter,version_date,FALSE,NA
PMC2886355_HR02,henryrossiter,version_number,FALSE,NA
PMC2886355_HR02,henryrossiter,url,FALSE,NA
PMC2886355_HR02,henryrossiter,software_was_used,FALSE,NA
PMC2886355_HR02,henryrossiter,software_name,TRUE,JCB DataViewer
PMC2886355_HR02,henryrossiter,creator,TRUE,JCB
PMC2886355_HR03,henryrossiter,version_number,FALSE,NA
PMC2886355_HR03,henryrossiter,software_was_used,TRUE,NA
PMC2886355_HR03,henryrossiter,software_name,TRUE,Genesis
PMC2886355_HR03,henryrossiter,url,FALSE,NA
PMC2886355_HR03,henryrossiter,version_date,TRUE,2002
PMC2886355_HR03,henryrossiter,creator,FALSE,NA
PMC2886355_HR04,henryrossiter,creator,FALSE,NA
PMC2886355_HR04,henryrossiter,version_number,FALSE,NA
PMC2886355_HR04,henryrossiter,software_name,TRUE,GOrilla
PMC2886355_HR04,henryrossiter,url,TRUE,http://cbl-gorilla.cs.technion.ac.il
PMC2886355_HR04,henryrossiter,version_date,FALSE,NA
PMC2886355_HR04,henryrossiter,software_was_used,TRUE,NA
PMC2886355_HR05,henryrossiter,version_number,FALSE,NA
PMC2886355_HR05,henryrossiter,creator,FALSE,NA
PMC2886355_HR05,henryrossiter,version_date,FALSE,NA
PMC2886355_HR05,henryrossiter,software_name,TRUE,FatiGO
PMC2886355_HR05,henryrossiter,url,TRUE,http://www.babelomics.org
PMC2886355_HR05,henryrossiter,software_was_used,TRUE,NA
PMC2886355_HR06,henryrossiter,software_name,TRUE,JCB DataViewer
PMC2886355_HR06,henryrossiter,creator,FALSE,NA
PMC2886355_HR06,henryrossiter,version_number,FALSE,NA
PMC2886355_HR06,henryrossiter,version_date,FALSE,NA
PMC2886355_HR06,henryrossiter,software_was_used,FALSE,NA
PMC2886355_HR06,henryrossiter,url,FALSE,NA
PMC2886355_JWC01,jackchristen,version_number,FALSE,NA
PMC2886355_JWC01,jackchristen,version_date,FALSE,NA
PMC2886355_JWC01,jackchristen,software_name,TRUE,Genesis
PMC2886355_JWC01,jackchristen,creator,FALSE,NA
PMC2886355_JWC01,jackchristen,url,FALSE,NA
PMC2886355_JWC01,jackchristen,software_was_used,TRUE,NA
PMC2886355_JWC02,jackchristen,version_number,FALSE,NA
PMC2886355_JWC02,jackchristen,url,FALSE,NA
PMC2886355_JWC02,jackchristen,software_was_used,TRUE,NA
PMC2886355_JWC02,jackchristen,creator,FALSE,NA
PMC2886355_JWC02,jackchristen,software_name,TRUE,JCB DataViewer
PMC2886355_JWC02,jackchristen,version_date,FALSE,NA
PMC2886355_JWC03,jackchristen,software_was_used,TRUE,NA
PMC2886355_JWC03,jackchristen,creator,FALSE,NA
PMC2886355_JWC03,jackchristen,software_name,TRUE,JCB DataViewer
PMC2886355_JWC03,jackchristen,url,FALSE,NA
PMC2886355_JWC03,jackchristen,version_date,FALSE,NA
PMC2886355_JWC03,jackchristen,version_number,FALSE,NA
PMC2886355_JWC04,jackchristen,creator,TRUE,Adobe
PMC2886355_JWC04,jackchristen,software_name,TRUE,Photoshop
PMC2886355_JWC04,jackchristen,url,FALSE,NA
PMC2886355_JWC04,jackchristen,version_number,FALSE,NA
PMC2886355_JWC04,jackchristen,version_date,FALSE,NA
PMC2886355_JWC04,jackchristen,software_was_used,TRUE,NA
PMC2886355_JWC05,jackchristen,version_number,FALSE,NA
PMC2886355_JWC05,jackchristen,software_was_used,TRUE,NA
PMC2886355_JWC05,jackchristen,software_name,TRUE,Genesis
PMC2886355_JWC05,jackchristen,creator,TRUE,Sturn et al
PMC2886355_JWC05,jackchristen,url,FALSE,NA
PMC2886355_JWC05,jackchristen,version_date,TRUE,2002
PMC2886355_JWC06,jackchristen,software_was_used,TRUE,NA
PMC2886355_JWC06,jackchristen,version_number,FALSE,NA
PMC2886355_JWC06,jackchristen,version_date,FALSE,NA
PMC2886355_JWC06,jackchristen,url,TRUE,http://cbl-gorilla.cs.technion.ac.il
PMC2886355_JWC06,jackchristen,creator,FALSE,NA
PMC2886355_JWC06,jackchristen,software_name,TRUE,GOrilla
PMC2886355_JWC07,jackchristen,creator,FALSE,NA
PMC2886355_JWC07,jackchristen,software_name,TRUE,FatiGO
PMC2886355_JWC07,jackchristen,version_date,FALSE,NA
PMC2886355_JWC07,jackchristen,version_number,FALSE,NA
PMC2886355_JWC07,jackchristen,url,TRUE,http://www.babelomics.org
PMC2886355_JWC07,jackchristen,software_was_used,TRUE,NA
PMC2887951_TL01,tonyli0409,url,FALSE,NA
PMC2887951_TL01,tonyli0409,software_name,TRUE,Nanoscope
PMC2887951_TL01,tonyli0409,version_date,FALSE,NA
PMC2887951_TL01,tonyli0409,version_number,FALSE,NA
PMC2887951_TL01,tonyli0409,creator,FALSE,NA
PMC2887951_TL01,tonyli0409,software_was_used,TRUE,NA
PMC2887951_TL02,tonyli0409,creator,FALSE,NA
PMC2887951_TL02,tonyli0409,url,FALSE,NA
PMC2887951_TL02,tonyli0409,version_number,FALSE,NA
PMC2887951_TL02,tonyli0409,version_date,FALSE,NA
PMC2887951_TL02,tonyli0409,software_name,TRUE,Nanoscope
PMC2887951_TL02,tonyli0409,software_was_used,TRUE,NA
PMC2887951_TL03,tonyli0409,version_date,FALSE,NA
PMC2887951_TL03,tonyli0409,software_name,TRUE,Image-Pro Plus
PMC2887951_TL03,tonyli0409,url,FALSE,NA
PMC2887951_TL03,tonyli0409,software_was_used,TRUE,NA
PMC2887951_TL03,tonyli0409,version_number,TRUE,version 6.0
PMC2887951_TL03,tonyli0409,creator,FALSE,NA
PMC2887951_TL05,tonyli0409,version_number,FALSE,NA
PMC2887951_TL05,tonyli0409,url,FALSE,NA
PMC2887951_TL05,tonyli0409,software_name,TRUE,IMAGE GAUGE
PMC2887951_TL05,tonyli0409,version_date,FALSE,NA
PMC2887951_TL05,tonyli0409,creator,TRUE,Fuji Film
PMC2887951_TL05,tonyli0409,software_was_used,TRUE,NA
PMC2887951_TL06,tonyli0409,creator,TRUE,Fuji Film
PMC2887951_TL06,tonyli0409,url,FALSE,NA
PMC2887951_TL06,tonyli0409,version_date,FALSE,NA
PMC2887951_TL06,tonyli0409,version_number,FALSE,NA
PMC2887951_TL06,tonyli0409,software_name,TRUE,IMAGE GAUGE
PMC2887951_TL06,tonyli0409,software_was_used,TRUE,NA
PMC2890158_AN01,ankimnguyen,software_name,TRUE,DNASTAR
PMC2890158_AN01,ankimnguyen,software_was_used,TRUE,NA
PMC2890158_AN01,ankimnguyen,version_date,FALSE,NA
PMC2890158_AN01,ankimnguyen,url,FALSE,NA
PMC2890158_AN01,ankimnguyen,creator,TRUE,DNAstar
PMC2890158_AN01,ankimnguyen,version_number,TRUE,v5.0.5
PMC2890158_AN02,ankimnguyen,url,FALSE,NA
PMC2890158_AN02,ankimnguyen,version_number,FALSE,NA
PMC2890158_AN02,ankimnguyen,software_was_used,TRUE,NA
PMC2890158_AN02,ankimnguyen,creator,TRUE,Thompson et al.
PMC2890158_AN02,ankimnguyen,software_name,TRUE,CLUSTAL_X
PMC2890158_AN02,ankimnguyen,version_date,TRUE,1997
PMC2890158_AN03,ankimnguyen,software_was_used,TRUE,NA
PMC2890158_AN03,ankimnguyen,version_number,TRUE,v3.0b4
PMC2890158_AN03,ankimnguyen,software_name,TRUE,MrBayes
PMC2890158_AN03,ankimnguyen,version_date,TRUE,2003
PMC2890158_AN03,ankimnguyen,url,FALSE,NA
PMC2890158_AN03,ankimnguyen,creator,TRUE,Ronquist & Huelsenbeck
PMC2890364_JWC01,jackchristen,url,FALSE,NA
PMC2890364_JWC01,jackchristen,software_name,TRUE,Softcite
PMC2890364_JWC01,jackchristen,version_date,FALSE,NA
PMC2890364_JWC01,jackchristen,software_was_used,TRUE,NA
PMC2890364_JWC01,jackchristen,version_number,TRUE,version 15.0
PMC2890364_JWC01,jackchristen,creator,TRUE,SPSS
PMC2895706_JS01,jcsick,software_was_used,TRUE,NA
PMC2895706_JS01,jcsick,creator,TRUE,SAS Institute Inc.
PMC2895706_JS01,jcsick,software_name,TRUE,SAS
PMC2895706_JS01,jcsick,version_date,FALSE,NA
PMC2895706_JS01,jcsick,url,FALSE,NA
PMC2895706_JS01,jcsick,version_number,TRUE,release 9.13
PMC2895706_JS02,jcsick,version_date,FALSE,NA
PMC2895706_JS02,jcsick,version_number,TRUE,release 10.1
PMC2895706_JS02,jcsick,software_name,TRUE,SUDAAN
PMC2895706_JS02,jcsick,creator,TRUE,Research Triangle Institute
PMC2895706_JS02,jcsick,software_was_used,TRUE,NA
PMC2895706_JS02,jcsick,url,FALSE,NA
PMC2895706_PS01,ppseguel,software_was_used,TRUE,NA
PMC2895706_PS01,ppseguel,url,FALSE,NA
PMC2895706_PS01,ppseguel,software_name,TRUE,SAS
PMC2895706_PS01,ppseguel,creator,TRUE,SAS Institute Inc.
PMC2895706_PS01,ppseguel,version_number,TRUE,release 9.13
PMC2895706_PS01,ppseguel,version_date,FALSE,NA
PMC2895706_PS02,ppseguel,software_name,TRUE,SUDAAN
PMC2895706_PS02,ppseguel,software_was_used,TRUE,NA
PMC2895706_PS02,ppseguel,version_number,TRUE,release 10.1
PMC2895706_PS02,ppseguel,url,FALSE,NA
PMC2895706_PS02,ppseguel,creator,TRUE,Research Triangle Institute
PMC2895706_PS02,ppseguel,version_date,FALSE,NA
PMC2911847_CM01,anneclarisse,creator,FALSE,NA
PMC2911847_CM01,anneclarisse,version_date,FALSE,NA
PMC2911847_CM01,anneclarisse,url,FALSE,NA
PMC2911847_CM01,anneclarisse,version_number,FALSE,NA
PMC2911847_CM01,anneclarisse,software_was_used,TRUE,NA
PMC2911847_CM01,anneclarisse,software_name,TRUE,Significance Analysis of Microarray (SAM)
PMC2911847_CM02,anneclarisse,version_number,FALSE,NA
PMC2911847_CM02,anneclarisse,version_date,FALSE,NA
PMC2911847_CM02,anneclarisse,software_name,TRUE,SAM
PMC2911847_CM02,anneclarisse,url,FALSE,NA
PMC2911847_CM02,anneclarisse,software_was_used,TRUE,NA
PMC2911847_CM02,anneclarisse,creator,FALSE,NA
PMC2911847_CM03,anneclarisse,version_number,FALSE,NA
PMC2911847_CM03,anneclarisse,version_date,FALSE,NA
PMC2911847_CM03,anneclarisse,url,FALSE,NA
PMC2911847_CM03,anneclarisse,creator,FALSE,NA
PMC2911847_CM03,anneclarisse,software_was_used,TRUE,NA
PMC2911847_CM03,anneclarisse,software_name,TRUE,SAM
PMC2911847_CM04,anneclarisse,software_was_used,TRUE,NA
PMC2911847_CM04,anneclarisse,version_number,FALSE,NA
PMC2911847_CM04,anneclarisse,url,FALSE,NA
PMC2911847_CM04,anneclarisse,software_name,TRUE,Muscle
PMC2911847_CM04,anneclarisse,version_date,FALSE,NA
PMC2911847_CM04,anneclarisse,creator,FALSE,NA
PMC2911847_CM05,anneclarisse,software_name,TRUE,Jalview
PMC2911847_CM05,anneclarisse,software_was_used,TRUE,NA
PMC2911847_CM05,anneclarisse,version_number,FALSE,NA
PMC2911847_CM05,anneclarisse,version_date,FALSE,NA
PMC2911847_CM05,anneclarisse,creator,FALSE,NA
PMC2911847_CM05,anneclarisse,url,FALSE,NA
PMC2919713_AN01,ankimnguyen,url,FALSE,NA
PMC2919713_AN01,ankimnguyen,creator,FALSE,NA
PMC2919713_AN01,ankimnguyen,version_number,TRUE,v4.5.1
PMC2919713_AN01,ankimnguyen,software_name,TRUE,Bio-Rad Personal Molecular Imager-FX with Quantity One
PMC2919713_AN01,ankimnguyen,software_was_used,TRUE,NA
PMC2919713_AN01,ankimnguyen,version_date,FALSE,NA
PMC2919713_AN02,ankimnguyen,url,FALSE,NA
PMC2919713_AN02,ankimnguyen,version_number,TRUE,v 3.6.2
PMC2919713_AN02,ankimnguyen,creator,FALSE,NA
PMC2919713_AN02,ankimnguyen,version_date,FALSE,NA
PMC2919713_AN02,ankimnguyen,software_name,TRUE,KaleidaGraph
PMC2919713_AN02,ankimnguyen,software_was_used,TRUE,NA
PMC2920066_CM01,anneclarisse,software_name,TRUE,Feature Extraction
PMC2920066_CM01,anneclarisse,creator,TRUE,Agilent
PMC2920066_CM01,anneclarisse,version_date,FALSE,NA
PMC2920066_CM01,anneclarisse,version_number,TRUE,Versions 7.5-9.5.1
PMC2920066_CM01,anneclarisse,software_was_used,TRUE,NA
PMC2920066_CM01,anneclarisse,url,FALSE,NA
PMC2920066_CM02,anneclarisse,software_was_used,TRUE,NA
PMC2920066_CM02,anneclarisse,software_name,TRUE,Feature Extraction
PMC2920066_CM02,anneclarisse,creator,TRUE,Agilent
PMC2920066_CM02,anneclarisse,version_number,TRUE,Version 9.5.1
PMC2920066_CM02,anneclarisse,url,FALSE,NA
PMC2920066_CM02,anneclarisse,version_date,FALSE,NA
PMC2921509_MZ01,oceanwall,creator,TRUE,GraphPad  Software
PMC2921509_MZ01,oceanwall,software_was_used,TRUE,NA
PMC2921509_MZ01,oceanwall,version_date,FALSE,NA
PMC2921509_MZ01,oceanwall,version_number,TRUE,version  4.0
PMC2921509_MZ01,oceanwall,software_name,TRUE,GraphPad prism
PMC2921509_MZ01,oceanwall,url,FALSE,NA
PMC2927682_CF01,caifand,version_number,FALSE,NA
PMC2927682_CF01,caifand,software_was_used,TRUE,NA
PMC2927682_CF01,caifand,version_date,FALSE,NA
PMC2927682_CF01,caifand,creator,FALSE,NA
PMC2927682_CF01,caifand,url,FALSE,NA
PMC2927682_CF01,caifand,software_name,TRUE,Tagger
PMC2927682_CF02,caifand,version_date,FALSE,NA
PMC2927682_CF02,caifand,software_was_used,TRUE,NA
PMC2927682_CF02,caifand,version_number,TRUE,version 3.32
PMC2927682_CF02,caifand,creator,FALSE,NA
PMC2927682_CF02,caifand,url,FALSE,NA
PMC2927682_CF02,caifand,software_name,TRUE,Haploview
PMC2927682_CF03,caifand,software_was_used,TRUE,NA
PMC2927682_CF03,caifand,software_name,TRUE,STATA
PMC2927682_CF03,caifand,version_number,TRUE,V.9.2
PMC2927682_CF03,caifand,creator,TRUE,"Stata, College Station, Texas, USA"
PMC2927682_CF03,caifand,url,FALSE,NA
PMC2927682_CF03,caifand,version_date,FALSE,NA
PMC2927682_CF04,caifand,software_was_used,TRUE,NA
PMC2927682_CF04,caifand,version_number,FALSE,NA
PMC2927682_CF04,caifand,software_name,TRUE,Haploview
PMC2927682_CF04,caifand,url,FALSE,NA
PMC2927682_CF04,caifand,creator,FALSE,NA
PMC2927682_CF04,caifand,version_date,FALSE,NA
PMC2927682_CF05,caifand,software_was_used,TRUE,NA
PMC2927682_CF05,caifand,software_name,TRUE,PLINK
PMC2927682_CF05,caifand,version_number,FALSE,NA
PMC2927682_CF05,caifand,url,FALSE,NA
PMC2927682_CF05,caifand,creator,FALSE,NA
PMC2927682_CF05,caifand,version_date,FALSE,NA
PMC2927939_JWC01,jackchristen,url,FALSE,NA
PMC2927939_JWC01,jackchristen,version_number,TRUE,4.1.0.471
PMC2927939_JWC01,jackchristen,creator,TRUE,SAS Institute
PMC2927939_JWC01,jackchristen,software_name,TRUE,SAS Enterprise Guide
PMC2927939_JWC01,jackchristen,software_was_used,TRUE,NA
PMC2927939_JWC01,jackchristen,version_date,FALSE,NA
PMC2927939_TZ01,realrichardparker,version_number,TRUE,4.1 (4.1.0.471
PMC2927939_TZ01,realrichardparker,software_name,TRUE,SAS Enter-prise Guide 4.1
PMC2927939_TZ01,realrichardparker,software_was_used,TRUE,NA
PMC2927939_TZ01,realrichardparker,creator,TRUE,SAS Institute
PMC2927939_TZ01,realrichardparker,version_date,FALSE,NA
PMC2927939_TZ01,realrichardparker,url,FALSE,NA
PMC2935446_AN01,ankimnguyen,url,FALSE,NA
PMC2935446_AN01,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN01,ankimnguyen,software_name,TRUE,GlobPlot
PMC2935446_AN01,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN01,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN01,ankimnguyen,creator,TRUE,Linding et al.
PMC2935446_AN02,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN02,ankimnguyen,url,FALSE,NA
PMC2935446_AN02,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN02,ankimnguyen,creator,TRUE,Dosztányi et al.
PMC2935446_AN02,ankimnguyen,software_name,TRUE,IUPred
PMC2935446_AN02,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN03,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN03,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN03,ankimnguyen,creator,TRUE,Prilusky et al.
PMC2935446_AN03,ankimnguyen,url,FALSE,NA
PMC2935446_AN03,ankimnguyen,software_name,TRUE,FoldIndex
PMC2935446_AN03,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN04,ankimnguyen,creator,TRUE,Hecker et al.
PMC2935446_AN04,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN04,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN04,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN04,ankimnguyen,url,FALSE,NA
PMC2935446_AN04,ankimnguyen,software_name,TRUE,DISpro
PMC2935446_AN05,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN05,ankimnguyen,creator,TRUE,Jones and Ward
PMC2935446_AN05,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN05,ankimnguyen,url,FALSE,NA
PMC2935446_AN05,ankimnguyen,software_name,TRUE,DISOPRED
PMC2935446_AN05,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN06,ankimnguyen,url,FALSE,NA
PMC2935446_AN06,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN06,ankimnguyen,software_name,TRUE,DISOPRED2
PMC2935446_AN06,ankimnguyen,creator,TRUE,Ward et al.
PMC2935446_AN06,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN06,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN07,ankimnguyen,url,FALSE,NA
PMC2935446_AN07,ankimnguyen,creator,TRUE,Shimizu et al.
PMC2935446_AN07,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN07,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN07,ankimnguyen,software_name,TRUE,POODLE-S
PMC2935446_AN07,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN08,ankimnguyen,creator,TRUE,Hirose et al.
PMC2935446_AN08,ankimnguyen,software_name,TRUE,POODLE-L
PMC2935446_AN08,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN08,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN08,ankimnguyen,url,FALSE,NA
PMC2935446_AN08,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN09,ankimnguyen,creator,TRUE,Shimizu et al.
PMC2935446_AN09,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN09,ankimnguyen,software_name,TRUE,POODLE-W
PMC2935446_AN09,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN09,ankimnguyen,url,FALSE,NA
PMC2935446_AN09,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN10,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN10,ankimnguyen,url,FALSE,NA
PMC2935446_AN10,ankimnguyen,software_name,TRUE,DisPSSMP
PMC2935446_AN10,ankimnguyen,creator,TRUE,Su et al.
PMC2935446_AN10,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN10,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN11,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN11,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN11,ankimnguyen,url,FALSE,NA
PMC2935446_AN11,ankimnguyen,creator,TRUE,Su et al.
PMC2935446_AN11,ankimnguyen,software_name,TRUE,DisPSSMP2
PMC2935446_AN11,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN12,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN12,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN12,ankimnguyen,url,FALSE,NA
PMC2935446_AN12,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN12,ankimnguyen,software_name,TRUE,IUP
PMC2935446_AN12,ankimnguyen,creator,TRUE,Yang and Yang
PMC2935446_AN13,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN13,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN13,ankimnguyen,url,FALSE,NA
PMC2935446_AN13,ankimnguyen,software_name,TRUE,NORSnet
PMC2935446_AN13,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN13,ankimnguyen,creator,TRUE,Schlessinger et al.
PMC2935446_AN14,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN14,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN14,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN14,ankimnguyen,software_name,TRUE,DISOclust
PMC2935446_AN14,ankimnguyen,url,FALSE,NA
PMC2935446_AN14,ankimnguyen,creator,TRUE,McGuffin
PMC2935446_AN15,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN15,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN15,ankimnguyen,creator,TRUE,Hecker et all
PMC2935446_AN15,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN15,ankimnguyen,software_name,TRUE,DISpro
PMC2935446_AN15,ankimnguyen,url,FALSE,NA
PMC2935446_AN16,ankimnguyen,url,FALSE,NA
PMC2935446_AN16,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN16,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN16,ankimnguyen,software_name,TRUE,POODLE-S
PMC2935446_AN16,ankimnguyen,creator,TRUE,Hirose et. al
PMC2935446_AN16,ankimnguyen,software_was_used,TRUE,NA
PMC2935446_AN16,ankimnguyen,software_name,TRUE,POODLE-L
PMC2935446_AN16,ankimnguyen,creator,TRUE,Shimizu
PMC2935446_AN17,ankimnguyen,url,FALSE,NA
PMC2935446_AN17,ankimnguyen,version_number,FALSE,NA
PMC2935446_AN17,ankimnguyen,version_date,FALSE,NA
PMC2935446_AN17,ankimnguyen,creator,TRUE,Shimizu
PMC2935446_AN17,ankimnguyen,software_name,TRUE,POODLE-W
