article,article_set,coder,no_selections_found,codable,standard_article
10.1111%2Fj.1467-8462.2010.00594.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1467-8462.2010.00594.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-8462.2010.00604.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-8462.2010.00611.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1467-8462.2010.00627.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1467-8462.2011.00638.x,econ_article,slungu99,TRUE,TRUE,TRUE
10.1111%2Fj.1467-8462.2012.00701.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-8462.2013.00712.x,econ_article,evelynkue,TRUE,TRUE,TRUE
10.1111%2Fj.1467-8462.2013.00716.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-8462.2013.12010.x,econ_article,jackchristen,FALSE,TRUE,TRUE
10.1111%2Fj.1467-937x.2007.00455.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9396.2009.00822.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9396.2009.00824.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9396.2009.00825.x,econ_article,courtneybroderick,TRUE,NA,NA
10.1111%2Fj.1467-9396.2009.00830.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9396.2009.00842.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9396.2009.00843.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9396.2009.00844.x,econ_article,mrcyndns,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9396.2009.00844.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-940x.2006.00109.x,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fj.1467-940x.2008.00141.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-940x.2009.00155.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1467-940x.2010.00166.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9485.1974.tb00191.x,econ_article,ankimnguyen,TRUE,TRUE,FALSE
10.1111%2Fj.1467-9701.2007.01019.x,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fj.1467-9701.2012.01449.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1467-9787.2006.00469_3.x,econ_article,monicacho92,TRUE,TRUE,FALSE
10.1111%2Fj.1467-9787.2008.00589.x,econ_article,slungu99,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9787.2008.00595.x,econ_article,mprabhudesai,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9787.2010.00708.x,econ_article,mprabhudesai,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9787.2010.00708.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9787.2012.00760.x,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9914.2006.00347.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1467-9914.2008.00415.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9914.2008.00416.x,econ_article,evelynkue,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9914.2008.00421.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9957.1930.tb00597.x,econ_article,mjsong1201,TRUE,TRUE,FALSE
10.1111%2Fj.1467-9957.1983.tb00761.x,econ_article,jackchristen,TRUE,TRUE,FALSE
10.1111%2Fj.1467-9957.1983.tb00761.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1467-9957.2004.00436.x,econ_article,evelynkue,TRUE,TRUE,FALSE
10.1111%2Fj.1467-9957.2008.01083.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1467-9957.2008.01084.x,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fj.1468-0084.2008.00510.x,econ_article,henryrossiter,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0106.2007.00357.x,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0106.2009.00452.x,econ_article,jlcohoon,TRUE,TRUE,FALSE
10.1111%2Fj.1468-0106.2009.00454.x,econ_article,slungu99,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0106.2009.00457.x,econ_article,jackchristen,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0106.2009.00457.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0106.2009.00480.x,econ_article,slungu99,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0106.2010.00510.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0106.2010.00511.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0106.2010.00531.x,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0106.2011.00539.x,econ_article,tonyli0409,TRUE,NA,NA
10.1111%2Fj.1468-0106.2012.00577.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1468-0106.2012.00579.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1468-0270.1990.tb00757.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1468-0270.2009.01896.x,econ_article,slungu99,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0270.2011.02115_1.x,econ_article,ankimnguyen,TRUE,TRUE,FALSE
10.1111%2Fj.1468-0270.2012.02120_2.x,econ_article,ankimnguyen,TRUE,TRUE,FALSE
10.1111%2Fj.1468-0270.2012.02191_1.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1468-0297.2004.00219.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0297.2007.02000.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0297.2007.02042.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0297.2007.02055.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0297.2007.02079.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0297.2007.02113.x,econ_article,mrcyndns,TRUE,TRUE,NA
10.1111%2Fj.1468-0297.2008.02176.x,econ_article,slungu99,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0297.2008.02177.x,econ_article,ankimnguyen,FALSE,TRUE,TRUE
10.1111%2Fj.1468-0297.2008.02177.x,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fj.1468-0297.2008.02239.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0297.2009.02274.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0297.2009.02305.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0297.2009.02319.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0297.2010.02350.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1468-0297.2010.02386_1.x,econ_article,mjsong1201,TRUE,TRUE,FALSE
10.1111%2Fj.1468-0297.2010.02389.x,econ_article,caifand,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0297.2011.02449.x,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fj.1468-0297.2012.02519.x,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0297.2012.02545.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0297.2012.02551.x,econ_article,ambermomin,TRUE,NA,NA
10.1111%2Fj.1468-0335.2007.00605.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0335.2007.00659.x,econ_article,caifand,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0335.2009.00792.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1468-0351.2006.00233.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0351.2008.00340.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0351.2009.00333.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0351.2009.00334.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0351.2009.00342.x,econ_article,slungu99,FALSE,TRUE,TRUE
10.1111%2Fj.1468-0351.2009.00346.x,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fj.1468-0351.2009.00359.x,econ_article,yashkar,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0351.2009.00366.x,econ_article,slungu99,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0351.2009.00367.x,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fj.1468-0351.2009.00374.x,econ_article,slungu99,FALSE,TRUE,TRUE
10.1111%2Fj.1468-0351.2011.00428.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1468-0475.2008.00433.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-2354.2009.00568.x,econ_article,tonyli0409,TRUE,NA,NA
10.1111%2Fj.1468-2362.2007.00204.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1468-2362.2008.00213.x,econ_article,jackchristen,TRUE,TRUE,FALSE
10.1111%2Fj.1468-2362.2008.00213.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1468-2362.2009.01250.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-5876.2007.00390.x,econ_article,evelynkue,TRUE,TRUE,TRUE
10.1111%2Fj.1468-5876.2008.00427.x,econ_article,jackchristen,TRUE,TRUE,TRUE
10.1111%2Fj.1468-5876.2008.00471.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1468-5876.2009.00491.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1468-5876.2012.00575.x,econ_article,mprabhudesai,TRUE,TRUE,TRUE
10.1111%2Fj.1468-5876.2012.00581.x,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fj.1475-4932.1925.tb02329.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1475-4932.1987.tb00661.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1475-4932.1989.tb00680.x,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fj.1475-4932.1994.tb01865.x,econ_article,ankimnguyen,TRUE,TRUE,FALSE
10.1111%2Fj.1475-4932.2008.00494.x,econ_article,jackchristen,FALSE,TRUE,TRUE
10.1111%2Fj.1475-4932.2010.00686.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1475-4991.1976.tb01145.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1475-4991.2009.00329.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1475-4991.2009.00342.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1475-4991.2009.00343.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2005.00007.x,econ_article,slungu99,TRUE,TRUE,FALSE
10.1111%2Fj.1475-5890.2007.00046.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2007.00049.x,econ_article,evelynkue,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2007.00052.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2013.00175.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2013.00175.x,econ_article,mrcyndns,FALSE,TRUE,TRUE
10.1111%2Fj.1475-5890.2013.12000.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2014.12028.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2014.12028.x,econ_article,slungu99,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2015.12044.x,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2015.12046.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2015.12078,econ_article,sehreenali,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2015.12092,econ_article,jackchristen,TRUE,TRUE,FALSE
10.1111%2Fj.1475-5890.2016.12083,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2016.12086,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2016.12101,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2016.12109,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2016.12114,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1475-5890.2017.12123,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1530-9134.2009.00224.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1530-9134.2009.00224.x,econ_article,slungu99,TRUE,TRUE,TRUE
10.1111%2Fj.1530-9134.2009.00225.x,econ_article,evelynkue,TRUE,TRUE,TRUE
10.1111%2Fj.1530-9134.2009.00226.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1530-9134.2009.00228.x,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fj.1530-9134.2009.00230.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1530-9134.2009.00232.x,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fj.1538-4616.2008.00102.x,econ_article,monicacho92,TRUE,TRUE,NA
10.1111%2Fj.1538-4616.2008.00153.x,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fj.1538-4616.2009.00243.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1538-4616.2010.00334.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1538-4616.2010.00387.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1540-5982.2008.00482.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1749-124x.2008.00113.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1749-124x.2008.00113.x,econ_article,mprabhudesai,TRUE,TRUE,TRUE
10.1111%2Fj.1749-124x.2011.01256.x,econ_article,evelynkue,TRUE,TRUE,FALSE
10.1111%2Fj.1813-6982.1950.tb02625.x,econ_article,mjsong1201,TRUE,TRUE,FALSE
10.1111%2Fj.1813-6982.1950.tb02650.x,econ_article,monicacho92,TRUE,TRUE,FALSE
10.1111%2Fj.1813-6982.2005.00055.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1813-6982.2007.00101.x,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fj.1813-6982.2008.00165.x,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fj.1813-6982.2008.00183.x,econ_article,jcsick,TRUE,TRUE,TRUE
10.1111%2Fj.1813-6982.2008.00184.x,econ_article,jackchristen,TRUE,TRUE,TRUE
10.1111%2Fj.1813-6982.2008.00185.x,econ_article,evelynkue,TRUE,TRUE,TRUE
10.1111%2Fj.1813-6982.2008.00193.x,econ_article,monicacho92,TRUE,TRUE,FALSE
10.1111%2Fj.1813-6982.2012.01325.x,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fj.1813-6982.2012.01325.x,econ_article,ankimnguyen,TRUE,TRUE,FALSE
10.1111%2Fjems.12141,econ_article,mrcyndns,FALSE,TRUE,TRUE
10.1111%2Fjems.12172,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fjems.12175,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjems.12178,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjems.12218,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fjems.12219,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fjems.12228,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjems.12230,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fjere.12091,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjere.12111,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fjere.12135,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjere.12148,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjere.12179,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fjmcb.12060,econ_article,jcsick,TRUE,TRUE,TRUE
10.1111%2Fjmcb.12275,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fjmcb.12276,econ_article,ankimnguyen,TRUE,TRUE,FALSE
10.1111%2Fjmcb.12294,econ_article,ankimnguyen,TRUE,TRUE,FALSE
10.1111%2Fjmcb.12344,econ_article,monicacho92,TRUE,TRUE,FALSE
10.1111%2Fjmcb.12344,econ_article,ankimnguyen,TRUE,TRUE,FALSE
10.1111%2Fjmcb.12349,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fjmcb.12350,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fjmcb.12351,econ_article,evelynkue,TRUE,TRUE,FALSE
10.1111%2Fjmcb.12355,econ_article,mjsong1201,TRUE,TRUE,FALSE
10.1111%2Fjmcb.12369,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fjmcb.12376,econ_article,evelynkue,TRUE,TRUE,FALSE
10.1111%2Fjmcb.12379,econ_article,mprabhudesai,TRUE,TRUE,TRUE
10.1111%2Fjmcb.12380,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjmcb.12431,econ_article,ankimnguyen,TRUE,TRUE,FALSE
10.1111%2Fjmcb.12454,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjmcb.12457,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjmcb.12458,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjoes.12090,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjoes.12093,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjoes.12093,econ_article,jackchristen,TRUE,TRUE,TRUE
10.1111%2Fjoes.12095,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fjoes.12127,econ_article,courtneybroderick,TRUE,NA,NA
10.1111%2Fjoes.12132,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjoes.12136,econ_article,evelynkue,TRUE,TRUE,TRUE
10.1111%2Fjoes.12137,econ_article,evelynkue,TRUE,TRUE,TRUE
10.1111%2Fjoes.12140,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjoes.12163,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjoes.12192,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjoes.12192,econ_article,mprabhudesai,TRUE,TRUE,TRUE
10.1111%2Fjoes.12256,econ_article,jackchristen,TRUE,TRUE,TRUE
10.1111%2Fjoes.12256,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjoie.12017,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjoie.12024,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fjoie.12093,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fjoie.12109,econ_article,jackchristen,TRUE,TRUE,TRUE
10.1111%2Fjors.12011,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fjors.12202,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fjors.12202,econ_article,ankimnguyen,FALSE,TRUE,TRUE
10.1111%2Fjors.12246,econ_article,henryrossiter,FALSE,TRUE,FALSE
10.1111%2Fjors.12298,econ_article,ankimnguyen,FALSE,TRUE,TRUE
10.1111%2Fjors.12300,econ_article,evelynkue,TRUE,TRUE,TRUE
10.1111%2Fjors.12314,econ_article,ankimnguyen,TRUE,TRUE,FALSE
10.1111%2Fjors.12315,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fjors.12327,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fjors.12331,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fjors.12348,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjors.12350,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fjors.12378,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fjors.12378,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fkykl.12085,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fkykl.12102,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fkykl.12110,econ_article,ankimnguyen,FALSE,TRUE,TRUE
10.1111%2Fkykl.12123,econ_article,evelynkue,TRUE,TRUE,FALSE
10.1111%2Fkykl.12129,econ_article,jackchristen,TRUE,TRUE,TRUE
10.1111%2Fkykl.12132,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fkykl.12140,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fkykl.12165,econ_article,jackchristen,FALSE,TRUE,TRUE
10.1111%2Fkykl.12165,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Flabr.12071,econ_article,mprabhudesai,TRUE,TRUE,TRUE
10.1111%2Flabr.12071,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Flabr.12083,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Flabr.12087,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Flabr.12098,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fmanc.12090,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fmanc.12137,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fmanc.12172,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fmanc.12186,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fobes.12058,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fobes.12085,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fobes.12139,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fobes.12146,econ_article,slungu99,TRUE,TRUE,TRUE
10.1111%2Fobes.12155,econ_article,jackchristen,TRUE,TRUE,TRUE
10.1111%2Fobes.12190,econ_article,sehreenali,TRUE,TRUE,TRUE
10.1111%2Fobes.12191,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fobes.12193,econ_article,evelynkue,TRUE,TRUE,TRUE
10.1111%2Fobes.12195,econ_article,evelynkue,FALSE,TRUE,TRUE
10.1111%2Fobes.12208,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Froie.12254,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Froie.12258,econ_article,evelynkue,TRUE,TRUE,TRUE
10.1111%2Froie.12259,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Froie.12261,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Froie.12261,econ_article,jackchristen,TRUE,TRUE,TRUE
10.1111%2Froie.12300,econ_article,jackchristen,FALSE,TRUE,TRUE
10.1111%2Froie.12303,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Froie.12313,econ_article,jcsick,TRUE,TRUE,TRUE
10.1111%2Froie.12317,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Froie.12322,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Froiw.12061,econ_article,evelynkue,TRUE,TRUE,TRUE
10.1111%2Froiw.12092,econ_article,slungu99,FALSE,TRUE,TRUE
10.1111%2Froiw.12092,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Froiw.12100,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Froiw.12100,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Froiw.12223_3,econ_article,mjsong1201,TRUE,TRUE,FALSE
10.1111%2Froiw.12247,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Froiw.12297,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Froiw.12352,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fsaje.12054,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fsaje.12076,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fsaje.12108,econ_article,ankimnguyen,TRUE,TRUE,FALSE
10.1111%2Fsaje.12109,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fsaje.12113,econ_article,caifand,TRUE,TRUE,FALSE
10.1111%2Fsaje.12119,econ_article,ankimnguyen,TRUE,TRUE,FALSE
10.1111%2Fsaje.12119,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fsaje.12131,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fsaje.12134,econ_article,mprabhudesai,TRUE,TRUE,TRUE
10.1111%2Fsaje.12137,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.1111%2Fsaje.12139,econ_article,caifand,TRUE,TRUE,TRUE
10.1111%2Fsaje.12140,econ_article,tonyli0409,TRUE,TRUE,FALSE
10.1111%2Fsaje.12149,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fsaje.12151,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fsaje.12154,econ_article,jackchristen,TRUE,TRUE,TRUE
10.1111%2Fsaje.12156,econ_article,evelynkue,TRUE,TRUE,TRUE
10.1111%2Fsaje.12168,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fsaje.12184,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fsjoe.12098,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fsjoe.12130,econ_article,caifand,TRUE,TRUE,TRUE
10.1111%2Fsjoe.12143,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fsjoe.12195,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fsjoe.12205,econ_article,ankimnguyen,TRUE,TRUE,TRUE
10.1111%2Fsjoe.12207,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.1111%2Fsjoe.12211,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.1111%2Fsjoe.12219,econ_article,slungu99,TRUE,TRUE,TRUE
10.1111%2Fsjoe.12227,econ_article,mprabhudesai,TRUE,TRUE,TRUE
10.1111%2Fsjoe.12234,econ_article,tonyli0409,TRUE,TRUE,TRUE
